plate,well,image,model_count,mcount_count,nice_count,true_count,has_invalid_segment,abs_pct_error,signed_pct_error,mcount_abs_pct_error,mcount_signed_pct_error,nice_abs_pct_error,nice_signed_pct_error,is_training_well
image_4,E4,image_4__E4.jpg,17,17,13,16,True,,,,,,,False
image_4,E5,image_4__E5.jpg,17,18,16,16,True,,,,,,,False
image_4,E6,image_4__E6.jpg,15,15,12,11,True,,,,,,,False
image_4,E7,image_4__E7.jpg,27,25,18,23,True,,,,,,,False
image_4,E8,image_4__E8.jpg,17,19,15,16,True,,,,,,,False
image_4,E9,image_4__E9.jpg,19,20,16,17,True,,,,,,,False
image_4,E10,image_4__E10.jpg,13,15,11,10,True,,,,,,,False
image_4,E11,image_4__E11.jpg,14,15,13,12,True,,,,,,,False
image_4,E12,image_4__E12.jpg,14,15,11,11,True,,,,,,,False
image_4,F1,image_4__F1.jpg,23,23,22,23,False,0.0,0.0,0.0,0.0,4.3478260869565215,-4.3478260869565215,False
image_4,F2,image_4__F2.jpg,16,16,14,16,False,0.0,0.0,0.0,0.0,12.5,-12.5,False
image_4,F3,image_4__F3.jpg,15,15,12,15,False,0.0,0.0,0.0,0.0,20.0,-20.0,False
image_4,F4,image_4__F4.jpg,12,13,9,10,True,,,,,,,False
image_4,F5,image_4__F5.jpg,10,10,8,10,False,0.0,0.0,0.0,0.0,20.0,-20.0,False
image_4,F6,image_4__F6.jpg,27,28,22,24,True,,,,,,,False
image_4,F7,image_4__F7.jpg,18,18,17,18,False,0.0,0.0,0.0,0.0,5.555555555555555,-5.555555555555555,False
image_4,F8,image_4__F8.jpg,26,26,19,21,True,,,,,,,False
image_4,F9,image_4__F9.jpg,15,15,15,12,True,,,,,,,False
image_4,F10,image_4__F10.jpg,20,21,19,19,True,,,,,,,False
image_4,F11,image_4__F11.jpg,14,15,12,11,True,,,,,,,False
image_4,F12,image_4__F12.jpg,9,9,8,6,True,,,,,,,False
image_4,G1,image_4__G1.jpg,16,16,15,16,False,0.0,0.0,0.0,0.0,6.25,-6.25,False
image_4,G2,image_4__G2.jpg,18,18,13,18,False,0.0,0.0,0.0,0.0,27.77777777777778,-27.77777777777778,False
image_4,G3,image_4__G3.jpg,15,15,13,13,True,,,,,,,False
image_4,G4,image_4__G4.jpg,17,16,13,16,False,6.25,6.25,0.0,0.0,18.75,-18.75,False
image_4,G5,image_4__G5.jpg,11,11,9,8,True,,,,,,,False
image_4,G6,image_4__G6.jpg,17,18,14,16,True,,,,,,,False
image_4,G7,image_4__G7.jpg,15,16,14,12,True,,,,,,,False
image_4,G8,image_4__G8.jpg,18,17,13,15,True,,,,,,,False
image_4,G9,image_4__G9.jpg,16,15,14,13,True,,,,,,,False
image_4,G10,image_4__G10.jpg,21,21,16,21,False,0.0,0.0,0.0,0.0,23.809523809523807,-23.809523809523807,False
image_4,G11,image_4__G11.jpg,16,16,15,16,False,0.0,0.0,0.0,0.0,6.25,-6.25,False
image_4,G12,image_4__G12.jpg,13,13,13,13,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_4,H1,image_4__H1.jpg,16,17,14,16,False,0.0,0.0,6.25,6.25,12.5,-12.5,False
image_4,H2,image_4__H2.jpg,21,20,19,21,False,0.0,0.0,4.761904761904762,-4.761904761904762,9.523809523809524,-9.523809523809524,False
image_4,H3,image_4__H3.jpg,22,22,15,22,False,0.0,0.0,0.0,0.0,31.818181818181817,-31.818181818181817,False
image_4,H4,image_4__H4.jpg,15,14,13,12,True,,,,,,,False
image_4,H5,image_4__H5.jpg,14,14,13,14,False,0.0,0.0,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_4,H6,image_4__H6.jpg,16,14,13,11,True,,,,,,,False
image_4,H7,image_4__H7.jpg,13,11,11,12,False,8.333333333333332,8.333333333333332,8.333333333333332,-8.333333333333332,8.333333333333332,-8.333333333333332,False
image_4,H8,image_4__H8.jpg,24,22,18,23,False,4.3478260869565215,4.3478260869565215,4.3478260869565215,-4.3478260869565215,21.73913043478261,-21.73913043478261,False
image_4,H9,image_4__H9.jpg,11,11,12,11,False,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,False
image_4,H10,image_4__H10.jpg,14,13,13,12,True,,,,,,,False
image_4,H11,image_4__H11.jpg,20,20,17,20,False,0.0,0.0,0.0,0.0,15.0,-15.0,False
image_4,H12,image_4__H12.jpg,15,15,14,14,True,,,,,,,False
image_5,A1,image_5__A1.jpg,9,9,7,9,False,0.0,0.0,0.0,0.0,22.22222222222222,-22.22222222222222,False
image_5,A2,image_5__A2.jpg,15,15,11,11,True,,,,,,,False
image_5,A3,image_5__A3.jpg,20,19,14,15,True,,,,,,,False
image_5,A4,image_5__A4.jpg,15,18,14,10,True,,,,,,,False
image_5,A5,image_5__A5.jpg,13,18,14,11,True,,,,,,,False
image_5,A6,image_5__A6.jpg,11,15,12,10,True,,,,,,,False
image_5,A7,image_5__A7.jpg,9,12,8,8,True,,,,,,,False
image_5,A8,image_5__A8.jpg,6,9,8,5,True,,,,,,,False
image_5,A9,image_5__A9.jpg,14,18,13,11,True,,,,,,,False
image_5,A10,image_5__A10.jpg,13,16,12,11,True,,,,,,,False
image_5,A11,image_5__A11.jpg,9,9,9,6,True,,,,,,,False
image_5,A12,image_5__A12.jpg,7,7,5,5,True,,,,,,,False
image_5,B1,image_5__B1.jpg,15,18,13,13,True,,,,,,,False
image_5,B2,image_5__B2.jpg,16,17,14,15,True,,,,,,,False
image_5,B3,image_5__B3.jpg,9,9,8,7,True,,,,,,,False
image_5,B4,image_5__B4.jpg,12,14,12,11,True,,,,,,,False
image_5,B5,image_5__B5.jpg,12,15,13,9,True,,,,,,,False
image_5,B6,image_5__B6.jpg,14,17,14,13,True,,,,,,,False
image_5,B7,image_5__B7.jpg,17,24,18,14,True,,,,,,,False
image_5,B8,image_5__B8.jpg,14,18,15,10,True,,,,,,,False
image_5,B9,image_5__B9.jpg,13,13,9,8,True,,,,,,,False
image_5,B10,image_5__B10.jpg,5,6,3,2,True,,,,,,,False
image_5,B11,image_5__B11.jpg,16,18,15,12,True,,,,,,,False
image_5,B12,image_5__B12.jpg,12,14,11,9,True,,,,,,,False
image_5,C1,image_5__C1.jpg,1,0,0,0,False,,,,,,,False
image_5,C2,image_5__C2.jpg,15,16,11,15,False,0.0,0.0,6.666666666666667,6.666666666666667,26.666666666666668,-26.666666666666668,False
image_5,C3,image_5__C3.jpg,7,7,7,7,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,C4,image_5__C4.jpg,6,6,6,6,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,C5,image_5__C5.jpg,12,12,11,12,False,0.0,0.0,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_5,C6,image_5__C6.jpg,6,8,7,6,True,,,,,,,False
image_5,C7,image_5__C7.jpg,8,10,8,7,True,,,,,,,False
image_5,C8,image_5__C8.jpg,12,15,13,12,True,,,,,,,False
image_5,C9,image_5__C9.jpg,12,17,12,10,True,,,,,,,False
image_5,C10,image_5__C10.jpg,7,8,7,6,True,,,,,,,False
image_5,C11,image_5__C11.jpg,14,16,15,11,True,,,,,,,False
image_5,C12,image_5__C12.jpg,18,20,14,12,True,,,,,,,False
image_5,D1,image_5__D1.jpg,10,11,10,10,False,0.0,0.0,10.0,10.0,0.0,0.0,False
image_5,D2,image_5__D2.jpg,13,14,9,11,True,,,,,,,False
image_5,D3,image_5__D3.jpg,13,18,13,11,True,,,,,,,False
image_5,D4,image_5__D4.jpg,9,11,8,7,True,,,,,,,False
image_5,D5,image_5__D5.jpg,9,9,10,9,False,0.0,0.0,0.0,0.0,11.11111111111111,11.11111111111111,False
image_5,D6,image_5__D6.jpg,25,26,22,19,True,,,,,,,False
image_5,D7,image_5__D7.jpg,13,13,14,13,False,0.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,False
image_5,D8,image_5__D8.jpg,14,17,14,12,True,,,,,,,False
image_5,D9,image_5__D9.jpg,16,17,16,14,True,,,,,,,False
image_5,D10,image_5__D10.jpg,8,8,8,8,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,D11,image_5__D11.jpg,8,8,6,5,True,,,,,,,False
image_5,D12,image_5__D12.jpg,8,8,8,7,True,,,,,,,False
image_5,E1,image_5__E1.jpg,9,9,9,9,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,E2,image_5__E2.jpg,15,15,13,13,True,,,,,,,False
image_5,E3,image_5__E3.jpg,14,15,13,13,True,,,,,,,False
image_5,E4,image_5__E4.jpg,8,8,8,8,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,E5,image_5__E5.jpg,13,13,12,11,False,18.181818181818183,18.181818181818183,18.181818181818183,18.181818181818183,9.090909090909092,9.090909090909092,False
image_5,E6,image_5__E6.jpg,16,15,11,12,True,,,,,,,False
image_5,E7,image_5__E7.jpg,6,7,9,5,True,,,,,,,False
image_5,E8,image_5__E8.jpg,15,15,11,15,False,0.0,0.0,0.0,0.0,26.666666666666668,-26.666666666666668,False
image_5,E9,image_5__E9.jpg,7,6,6,4,True,,,,,,,False
image_5,E10,image_5__E10.jpg,12,11,6,7,True,,,,,,,False
image_5,E11,image_5__E11.jpg,10,10,9,10,False,0.0,0.0,0.0,0.0,10.0,-10.0,False
image_5,E12,image_5__E12.jpg,16,15,11,13,True,,,,,,,False
image_5,F1,image_5__F1.jpg,12,12,10,13,False,7.6923076923076925,-7.6923076923076925,7.6923076923076925,-7.6923076923076925,23.076923076923077,-23.076923076923077,False
image_5,F2,image_5__F2.jpg,19,19,15,17,True,,,,,,,False
image_5,F3,image_5__F3.jpg,10,13,10,11,True,,,,,,,False
image_5,F4,image_5__F4.jpg,5,5,5,5,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,F5,image_5__F5.jpg,17,17,13,14,True,,,,,,,False
image_5,F6,image_5__F6.jpg,9,11,9,8,True,,,,,,,False
image_5,F7,image_5__F7.jpg,11,13,10,10,True,,,,,,,False
image_5,F8,image_5__F8.jpg,13,15,12,14,False,7.142857142857142,-7.142857142857142,7.142857142857142,7.142857142857142,14.285714285714285,-14.285714285714285,False
image_5,F9,image_5__F9.jpg,20,21,19,19,True,,,,,,,False
image_5,F10,image_5__F10.jpg,7,7,7,7,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,F11,image_5__F11.jpg,13,13,8,7,True,,,,,,,False
image_5,F12,image_5__F12.jpg,4,4,4,4,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,G1,image_5__G1.jpg,12,12,11,11,True,,,,,,,False
image_5,G2,image_5__G2.jpg,12,12,11,12,False,0.0,0.0,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_5,G3,image_5__G3.jpg,10,12,8,9,True,,,,,,,False
image_5,G4,image_5__G4.jpg,15,16,14,15,True,,,,,,,False
image_5,G5,image_5__G5.jpg,7,7,7,7,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,G6,image_5__G6.jpg,8,9,8,7,True,,,,,,,False
image_5,G7,image_5__G7.jpg,5,5,5,5,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,G8,image_5__G8.jpg,14,16,13,11,True,,,,,,,False
image_5,G9,image_5__G9.jpg,14,15,11,11,True,,,,,,,False
image_5,G10,image_5__G10.jpg,8,9,8,8,False,0.0,0.0,12.5,12.5,0.0,0.0,False
image_5,G11,image_5__G11.jpg,8,9,4,7,True,,,,,,,False
image_5,G12,image_5__G12.jpg,8,11,8,5,True,,,,,,,False
image_5,H1,image_5__H1.jpg,14,14,11,14,False,0.0,0.0,0.0,0.0,21.428571428571427,-21.428571428571427,False
image_5,H2,image_5__H2.jpg,5,5,5,5,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,H3,image_5__H3.jpg,9,9,9,9,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,H4,image_5__H4.jpg,10,10,10,10,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,H5,image_5__H5.jpg,13,14,13,11,True,,,,,,,False
image_5,H6,image_5__H6.jpg,13,13,12,11,True,,,,,,,False
image_5,H7,image_5__H7.jpg,10,11,9,10,False,0.0,0.0,10.0,10.0,10.0,-10.0,False
image_5,H8,image_5__H8.jpg,7,7,7,6,True,,,,,,,False
image_5,H9,image_5__H9.jpg,10,10,8,8,True,,,,,,,False
image_5,H10,image_5__H10.jpg,7,7,7,7,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_5,H11,image_5__H11.jpg,14,16,12,13,True,,,,,,,False
image_5,H12,image_5__H12.jpg,13,13,11,11,True,,,,,,,False
image_6,A1,image_6__A1.jpg,36,34,28,36,False,0.0,0.0,5.555555555555555,-5.555555555555555,22.22222222222222,-22.22222222222222,False
image_6,A2,image_6__A2.jpg,41,38,30,42,False,2.380952380952381,-2.380952380952381,9.523809523809524,-9.523809523809524,28.57142857142857,-28.57142857142857,False
image_6,A3,image_6__A3.jpg,39,39,28,42,False,7.142857142857142,-7.142857142857142,7.142857142857142,-7.142857142857142,33.33333333333333,-33.33333333333333,False
image_6,A4,image_6__A4.jpg,41,40,37,41,False,0.0,0.0,2.4390243902439024,-2.4390243902439024,9.75609756097561,-9.75609756097561,False
image_6,A5,image_6__A5.jpg,36,33,27,34,False,5.88235294117647,5.88235294117647,2.941176470588235,-2.941176470588235,20.588235294117645,-20.588235294117645,False
image_6,A6,image_6__A6.jpg,43,38,28,42,True,,,,,,,False
image_6,A7,image_6__A7.jpg,32,30,26,32,False,0.0,0.0,6.25,-6.25,18.75,-18.75,False
image_6,A8,image_6__A8.jpg,35,32,26,36,False,2.7777777777777777,-2.7777777777777777,11.11111111111111,-11.11111111111111,27.77777777777778,-27.77777777777778,False
image_6,A9,image_6__A9.jpg,27,27,22,27,False,0.0,0.0,0.0,0.0,18.51851851851852,-18.51851851851852,False
image_6,A10,image_6__A10.jpg,43,42,29,47,False,8.51063829787234,-8.51063829787234,10.638297872340425,-10.638297872340425,38.297872340425535,-38.297872340425535,False
image_6,A11,image_6__A11.jpg,28,28,23,29,False,3.4482758620689653,-3.4482758620689653,3.4482758620689653,-3.4482758620689653,20.689655172413794,-20.689655172413794,False
image_6,A12,image_6__A12.jpg,33,32,26,33,False,0.0,0.0,3.0303030303030303,-3.0303030303030303,21.21212121212121,-21.21212121212121,False
image_6,B1,image_6__B1.jpg,42,39,31,44,False,4.545454545454546,-4.545454545454546,11.363636363636363,-11.363636363636363,29.545454545454547,-29.545454545454547,False
image_6,B2,image_6__B2.jpg,34,34,27,34,False,0.0,0.0,0.0,0.0,20.588235294117645,-20.588235294117645,False
image_6,B3,image_6__B3.jpg,26,24,18,27,False,3.7037037037037033,-3.7037037037037033,11.11111111111111,-11.11111111111111,33.33333333333333,-33.33333333333333,False
image_6,B4,image_6__B4.jpg,36,34,28,37,False,2.7027027027027026,-2.7027027027027026,8.108108108108109,-8.108108108108109,24.324324324324326,-24.324324324324326,False
image_6,B5,image_6__B5.jpg,40,39,28,40,False,0.0,0.0,2.5,-2.5,30.0,-30.0,False
image_6,B6,image_6__B6.jpg,37,34,30,35,True,,,,,,,False
image_6,B7,image_6__B7.jpg,32,31,24,31,False,3.225806451612903,3.225806451612903,0.0,0.0,22.58064516129032,-22.58064516129032,False
image_6,B8,image_6__B8.jpg,31,28,23,32,False,3.125,-3.125,12.5,-12.5,28.125,-28.125,False
image_6,B9,image_6__B9.jpg,30,28,26,29,False,3.4482758620689653,3.4482758620689653,3.4482758620689653,-3.4482758620689653,10.344827586206897,-10.344827586206897,False
image_6,B10,image_6__B10.jpg,20,19,18,20,False,0.0,0.0,5.0,-5.0,10.0,-10.0,False
image_6,B11,image_6__B11.jpg,29,29,24,30,False,3.3333333333333335,-3.3333333333333335,3.3333333333333335,-3.3333333333333335,20.0,-20.0,False
image_6,B12,image_6__B12.jpg,17,17,14,17,False,0.0,0.0,0.0,0.0,17.647058823529413,-17.647058823529413,False
image_6,C1,image_6__C1.jpg,21,22,19,22,False,4.545454545454546,-4.545454545454546,0.0,0.0,13.636363636363635,-13.636363636363635,False
image_6,C2,image_6__C2.jpg,24,25,19,25,False,4.0,-4.0,0.0,0.0,24.0,-24.0,False
image_6,C3,image_6__C3.jpg,34,33,27,34,False,0.0,0.0,2.941176470588235,-2.941176470588235,20.588235294117645,-20.588235294117645,False
image_6,C4,image_6__C4.jpg,40,37,28,40,False,0.0,0.0,7.5,-7.5,30.0,-30.0,False
image_6,C5,image_6__C5.jpg,27,28,20,29,False,6.896551724137931,-6.896551724137931,3.4482758620689653,-3.4482758620689653,31.03448275862069,-31.03448275862069,False
image_6,C6,image_6__C6.jpg,38,34,27,39,False,2.564102564102564,-2.564102564102564,12.82051282051282,-12.82051282051282,30.76923076923077,-30.76923076923077,False
image_6,C7,image_6__C7.jpg,35,31,30,34,True,,,,,,,False
image_6,C8,image_6__C8.jpg,37,36,24,37,False,0.0,0.0,2.7027027027027026,-2.7027027027027026,35.13513513513514,-35.13513513513514,False
image_6,C9,image_6__C9.jpg,36,35,32,36,False,0.0,0.0,2.7777777777777777,-2.7777777777777777,11.11111111111111,-11.11111111111111,False
image_6,C10,image_6__C10.jpg,32,30,24,32,False,0.0,0.0,6.25,-6.25,25.0,-25.0,False
image_6,C11,image_6__C11.jpg,30,30,24,31,False,3.225806451612903,-3.225806451612903,3.225806451612903,-3.225806451612903,22.58064516129032,-22.58064516129032,False
image_6,C12,image_6__C12.jpg,35,29,24,35,True,,,,,,,False
image_6,D4,image_6__D4.jpg,40,39,29,44,False,9.090909090909092,-9.090909090909092,11.363636363636363,-11.363636363636363,34.090909090909086,-34.090909090909086,False
image_6,D5,image_6__D5.jpg,34,33,23,37,False,8.108108108108109,-8.108108108108109,10.81081081081081,-10.81081081081081,37.83783783783784,-37.83783783783784,False
image_6,D6,image_6__D6.jpg,43,41,33,44,False,2.272727272727273,-2.272727272727273,6.8181818181818175,-6.8181818181818175,25.0,-25.0,False
image_6,D7,image_6__D7.jpg,30,28,24,29,False,3.4482758620689653,3.4482758620689653,3.4482758620689653,-3.4482758620689653,17.24137931034483,-17.24137931034483,False
image_6,D8,image_6__D8.jpg,27,27,23,28,False,3.571428571428571,-3.571428571428571,3.571428571428571,-3.571428571428571,17.857142857142858,-17.857142857142858,False
image_6,D9,image_6__D9.jpg,35,33,26,37,False,5.405405405405405,-5.405405405405405,10.81081081081081,-10.81081081081081,29.72972972972973,-29.72972972972973,False
image_6,D10,image_6__D10.jpg,26,25,21,28,False,7.142857142857142,-7.142857142857142,10.714285714285714,-10.714285714285714,25.0,-25.0,False
image_6,D11,image_6__D11.jpg,39,36,31,39,False,0.0,0.0,7.6923076923076925,-7.6923076923076925,20.51282051282051,-20.51282051282051,False
image_6,D12,image_6__D12.jpg,18,17,16,18,False,0.0,0.0,5.555555555555555,-5.555555555555555,11.11111111111111,-11.11111111111111,False
image_6,E4,image_6__E4.jpg,41,40,27,41,False,0.0,0.0,2.4390243902439024,-2.4390243902439024,34.146341463414636,-34.146341463414636,False
image_6,E5,image_6__E5.jpg,34,33,25,34,False,0.0,0.0,2.941176470588235,-2.941176470588235,26.47058823529412,-26.47058823529412,False
image_6,E6,image_6__E6.jpg,34,29,32,29,False,17.24137931034483,17.24137931034483,0.0,0.0,10.344827586206897,10.344827586206897,False
image_6,E7,image_6__E7.jpg,27,25,22,24,True,,,,,,,False
image_6,E8,image_6__E8.jpg,27,28,22,28,False,3.571428571428571,-3.571428571428571,0.0,0.0,21.428571428571427,-21.428571428571427,False
image_6,E9,image_6__E9.jpg,33,32,25,34,False,2.941176470588235,-2.941176470588235,5.88235294117647,-5.88235294117647,26.47058823529412,-26.47058823529412,False
image_6,E10,image_6__E10.jpg,34,32,24,35,False,2.857142857142857,-2.857142857142857,8.571428571428571,-8.571428571428571,31.428571428571427,-31.428571428571427,False
image_6,E11,image_6__E11.jpg,30,25,20,31,False,3.225806451612903,-3.225806451612903,19.35483870967742,-19.35483870967742,35.483870967741936,-35.483870967741936,False
image_6,E12,image_6__E12.jpg,34,33,29,34,False,0.0,0.0,2.941176470588235,-2.941176470588235,14.705882352941178,-14.705882352941178,False
image_6,F1,image_6__F1.jpg,39,38,33,38,False,2.631578947368421,2.631578947368421,0.0,0.0,13.157894736842104,-13.157894736842104,False
image_6,F2,image_6__F2.jpg,36,38,21,36,True,,,,,,,False
image_6,F3,image_6__F3.jpg,46,43,34,46,False,0.0,0.0,6.521739130434782,-6.521739130434782,26.08695652173913,-26.08695652173913,False
image_6,F4,image_6__F4.jpg,31,31,24,31,False,0.0,0.0,0.0,0.0,22.58064516129032,-22.58064516129032,False
image_6,F5,image_6__F5.jpg,35,36,30,36,False,2.7777777777777777,-2.7777777777777777,0.0,0.0,16.666666666666664,-16.666666666666664,False
image_6,F6,image_6__F6.jpg,35,34,30,35,False,0.0,0.0,2.857142857142857,-2.857142857142857,14.285714285714285,-14.285714285714285,False
image_6,F7,image_6__F7.jpg,39,34,24,37,False,5.405405405405405,5.405405405405405,8.108108108108109,-8.108108108108109,35.13513513513514,-35.13513513513514,False
image_6,F8,image_6__F8.jpg,40,37,29,40,False,0.0,0.0,7.5,-7.5,27.500000000000004,-27.500000000000004,False
image_6,F9,image_6__F9.jpg,32,33,23,34,False,5.88235294117647,-5.88235294117647,2.941176470588235,-2.941176470588235,32.35294117647059,-32.35294117647059,False
image_6,F10,image_6__F10.jpg,27,25,21,26,False,3.8461538461538463,3.8461538461538463,3.8461538461538463,-3.8461538461538463,19.230769230769234,-19.230769230769234,False
image_6,F11,image_6__F11.jpg,21,20,17,21,False,0.0,0.0,4.761904761904762,-4.761904761904762,19.047619047619047,-19.047619047619047,False
image_6,F12,image_6__F12.jpg,39,38,31,38,False,2.631578947368421,2.631578947368421,0.0,0.0,18.421052631578945,-18.421052631578945,False
image_6,G1,image_6__G1.jpg,39,37,30,40,False,2.5,-2.5,7.5,-7.5,25.0,-25.0,False
image_6,G2,image_6__G2.jpg,35,34,26,37,False,5.405405405405405,-5.405405405405405,8.108108108108109,-8.108108108108109,29.72972972972973,-29.72972972972973,False
image_6,G3,image_6__G3.jpg,32,33,26,32,False,0.0,0.0,3.125,3.125,18.75,-18.75,False
image_6,G4,image_6__G4.jpg,44,41,28,43,False,2.3255813953488373,2.3255813953488373,4.651162790697675,-4.651162790697675,34.883720930232556,-34.883720930232556,False
image_6,G5,image_6__G5.jpg,34,33,26,37,False,8.108108108108109,-8.108108108108109,10.81081081081081,-10.81081081081081,29.72972972972973,-29.72972972972973,False
image_6,G6,image_6__G6.jpg,43,38,30,43,False,0.0,0.0,11.627906976744185,-11.627906976744185,30.23255813953488,-30.23255813953488,False
image_6,G7,image_6__G7.jpg,43,39,35,41,False,4.878048780487805,4.878048780487805,4.878048780487805,-4.878048780487805,14.634146341463413,-14.634146341463413,False
image_6,G8,image_6__G8.jpg,32,34,27,33,True,,,,,,,False
image_6,G9,image_6__G9.jpg,23,23,22,23,True,,,,,,,False
image_6,G10,image_6__G10.jpg,37,36,30,38,False,2.631578947368421,-2.631578947368421,5.263157894736842,-5.263157894736842,21.052631578947366,-21.052631578947366,False
image_6,G11,image_6__G11.jpg,40,39,30,39,False,2.564102564102564,2.564102564102564,0.0,0.0,23.076923076923077,-23.076923076923077,False
image_6,G12,image_6__G12.jpg,34,33,26,34,False,0.0,0.0,2.941176470588235,-2.941176470588235,23.52941176470588,-23.52941176470588,False
image_6,H1,image_6__H1.jpg,27,26,24,27,False,0.0,0.0,3.7037037037037033,-3.7037037037037033,11.11111111111111,-11.11111111111111,False
image_6,H2,image_6__H2.jpg,45,44,33,48,False,6.25,-6.25,8.333333333333332,-8.333333333333332,31.25,-31.25,False
image_6,H3,image_6__H3.jpg,25,26,21,26,False,3.8461538461538463,-3.8461538461538463,0.0,0.0,19.230769230769234,-19.230769230769234,False
image_6,H4,image_6__H4.jpg,39,38,31,39,False,0.0,0.0,2.564102564102564,-2.564102564102564,20.51282051282051,-20.51282051282051,False
image_6,H5,image_6__H5.jpg,35,32,28,37,False,5.405405405405405,-5.405405405405405,13.513513513513514,-13.513513513513514,24.324324324324326,-24.324324324324326,False
image_6,H6,image_6__H6.jpg,37,36,29,37,False,0.0,0.0,2.7027027027027026,-2.7027027027027026,21.62162162162162,-21.62162162162162,False
image_6,H7,image_6__H7.jpg,38,36,28,38,False,0.0,0.0,5.263157894736842,-5.263157894736842,26.31578947368421,-26.31578947368421,False
image_6,H8,image_6__H8.jpg,34,33,32,36,False,5.555555555555555,-5.555555555555555,8.333333333333332,-8.333333333333332,11.11111111111111,-11.11111111111111,False
image_6,H9,image_6__H9.jpg,28,28,25,29,False,3.4482758620689653,-3.4482758620689653,3.4482758620689653,-3.4482758620689653,13.793103448275861,-13.793103448275861,False
image_6,H10,image_6__H10.jpg,36,35,28,36,False,0.0,0.0,2.7777777777777777,-2.7777777777777777,22.22222222222222,-22.22222222222222,False
image_6,H11,image_6__H11.jpg,43,40,35,44,False,2.272727272727273,-2.272727272727273,9.090909090909092,-9.090909090909092,20.454545454545457,-20.454545454545457,False
image_6,H12,image_6__H12.jpg,28,28,26,28,False,0.0,0.0,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_7,A1,image_7__A1.jpg,26,26,24,26,False,0.0,0.0,0.0,0.0,7.6923076923076925,-7.6923076923076925,False
image_7,A2,image_7__A2.jpg,29,28,26,28,False,3.571428571428571,3.571428571428571,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_7,A3,image_7__A3.jpg,27,26,24,27,False,0.0,0.0,3.7037037037037033,-3.7037037037037033,11.11111111111111,-11.11111111111111,False
image_7,A4,image_7__A4.jpg,21,21,19,21,False,0.0,0.0,0.0,0.0,9.523809523809524,-9.523809523809524,False
image_7,A5,image_7__A5.jpg,26,26,24,26,False,0.0,0.0,0.0,0.0,7.6923076923076925,-7.6923076923076925,False
image_7,A6,image_7__A6.jpg,26,26,21,24,False,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,12.5,-12.5,False
image_7,A7,image_7__A7.jpg,17,17,16,17,False,0.0,0.0,0.0,0.0,5.88235294117647,-5.88235294117647,False
image_7,A8,image_7__A8.jpg,22,22,19,23,False,4.3478260869565215,-4.3478260869565215,4.3478260869565215,-4.3478260869565215,17.391304347826086,-17.391304347826086,False
image_7,A9,image_7__A9.jpg,21,20,17,20,False,5.0,5.0,0.0,0.0,15.0,-15.0,False
image_7,A10,image_7__A10.jpg,23,23,20,21,True,,,,,,,False
image_7,A11,image_7__A11.jpg,22,20,20,21,True,,,,,,,False
image_7,A12,image_7__A12.jpg,22,22,21,22,False,0.0,0.0,0.0,0.0,4.545454545454546,-4.545454545454546,False
image_7,B1,image_7__B1.jpg,24,23,20,25,False,4.0,-4.0,8.0,-8.0,20.0,-20.0,False
image_7,B2,image_7__B2.jpg,18,17,16,18,False,0.0,0.0,5.555555555555555,-5.555555555555555,11.11111111111111,-11.11111111111111,False
image_7,B3,image_7__B3.jpg,26,26,22,27,False,3.7037037037037033,-3.7037037037037033,3.7037037037037033,-3.7037037037037033,18.51851851851852,-18.51851851851852,False
image_7,B4,image_7__B4.jpg,28,28,27,29,False,3.4482758620689653,-3.4482758620689653,3.4482758620689653,-3.4482758620689653,6.896551724137931,-6.896551724137931,False
image_7,B5,image_7__B5.jpg,24,23,21,23,False,4.3478260869565215,4.3478260869565215,0.0,0.0,8.695652173913043,-8.695652173913043,False
image_7,B6,image_7__B6.jpg,16,15,14,16,False,0.0,0.0,6.25,-6.25,12.5,-12.5,False
image_7,B7,image_7__B7.jpg,25,25,19,23,True,,,,,,,False
image_7,B8,image_7__B8.jpg,22,23,20,20,True,,,,,,,False
