plate,well,image,model_count,mcount_count,nice_count,true_count,has_invalid_segment,abs_pct_error,signed_pct_error,mcount_abs_pct_error,mcount_signed_pct_error,nice_abs_pct_error,nice_signed_pct_error,is_training_well
image_9,E11,image_9__E11.jpg,34,35,25,35,False,2.857142857142857,-2.857142857142857,0.0,0.0,28.57142857142857,-28.57142857142857,False
image_9,E12,image_9__E12.jpg,32,33,28,32,False,0.0,0.0,3.125,3.125,12.5,-12.5,False
image_9,F1,image_9__F1.jpg,42,40,27,42,False,0.0,0.0,4.761904761904762,-4.761904761904762,35.714285714285715,-35.714285714285715,False
image_9,F2,image_9__F2.jpg,43,40,28,43,False,0.0,0.0,6.976744186046512,-6.976744186046512,34.883720930232556,-34.883720930232556,False
image_9,F3,image_9__F3.jpg,46,45,31,43,True,,,,,,,False
image_9,F4,image_9__F4.jpg,33,33,25,27,True,,,,,,,False
image_9,F5,image_9__F5.jpg,30,30,21,33,False,9.090909090909092,-9.090909090909092,9.090909090909092,-9.090909090909092,36.36363636363637,-36.36363636363637,False
image_9,F6,image_9__F6.jpg,42,42,27,42,False,0.0,0.0,0.0,0.0,35.714285714285715,-35.714285714285715,False
image_9,F7,image_9__F7.jpg,39,40,32,40,False,2.5,-2.5,0.0,0.0,20.0,-20.0,False
image_9,F8,image_9__F8.jpg,43,45,32,37,True,,,,,,,False
image_9,F9,image_9__F9.jpg,39,34,24,35,True,,,,,,,False
image_9,F10,image_9__F10.jpg,37,38,27,39,False,5.128205128205128,-5.128205128205128,2.564102564102564,-2.564102564102564,30.76923076923077,-30.76923076923077,False
image_9,F11,image_9__F11.jpg,41,39,27,30,True,,,,,,,False
image_9,F12,image_9__F12.jpg,44,46,35,46,False,4.3478260869565215,-4.3478260869565215,0.0,0.0,23.91304347826087,-23.91304347826087,False
image_9,G1,image_9__G1.jpg,40,40,28,34,True,,,,,,,False
image_9,G2,image_9__G2.jpg,51,50,29,38,True,,,,,,,False
image_9,G3,image_9__G3.jpg,45,46,39,36,True,,,,,,,False
image_9,G4,image_9__G4.jpg,38,39,28,33,True,,,,,,,False
image_9,G5,image_9__G5.jpg,43,43,29,43,False,0.0,0.0,0.0,0.0,32.55813953488372,-32.55813953488372,False
image_9,G6,image_9__G6.jpg,52,52,39,52,False,0.0,0.0,0.0,0.0,25.0,-25.0,False
image_9,G7,image_9__G7.jpg,28,29,22,29,False,3.4482758620689653,-3.4482758620689653,0.0,0.0,24.137931034482758,-24.137931034482758,False
image_9,G8,image_9__G8.jpg,21,20,17,21,False,0.0,0.0,4.761904761904762,-4.761904761904762,19.047619047619047,-19.047619047619047,False
image_9,G9,image_9__G9.jpg,33,33,25,32,True,,,,,,,False
image_9,G10,image_9__G10.jpg,44,47,29,36,True,,,,,,,False
image_9,G11,image_9__G11.jpg,43,47,31,48,False,10.416666666666668,-10.416666666666668,2.083333333333333,-2.083333333333333,35.41666666666667,-35.41666666666667,False
image_9,G12,image_9__G12.jpg,32,33,27,33,False,3.0303030303030303,-3.0303030303030303,0.0,0.0,18.181818181818183,-18.181818181818183,False
image_9,H1,image_9__H1.jpg,35,38,29,33,True,,,,,,,False
image_9,H2,image_9__H2.jpg,34,33,26,34,False,0.0,0.0,2.941176470588235,-2.941176470588235,23.52941176470588,-23.52941176470588,False
image_9,H3,image_9__H3.jpg,36,39,30,38,True,,,,,,,False
image_9,H4,image_9__H4.jpg,44,43,29,45,False,2.2222222222222223,-2.2222222222222223,4.444444444444445,-4.444444444444445,35.55555555555556,-35.55555555555556,False
image_9,H5,image_9__H5.jpg,43,41,29,34,True,,,,,,,False
image_9,H6,image_9__H6.jpg,38,37,30,38,False,0.0,0.0,2.631578947368421,-2.631578947368421,21.052631578947366,-21.052631578947366,False
image_9,H7,image_9__H7.jpg,41,40,31,30,True,,,,,,,False
image_9,H8,image_9__H8.jpg,41,44,28,39,True,,,,,,,False
image_9,H9,image_9__H9.jpg,38,38,31,30,True,,,,,,,False
image_9,H10,image_9__H10.jpg,32,30,23,29,True,,,,,,,False
image_9,H11,image_9__H11.jpg,38,39,28,40,False,5.0,-5.0,2.5,-2.5,30.0,-30.0,False
image_9,H12,image_9__H12.jpg,45,46,38,47,False,4.25531914893617,-4.25531914893617,2.127659574468085,-2.127659574468085,19.148936170212767,-19.148936170212767,False
image_10,A1,image_10__A1.jpg,28,28,25,28,False,0.0,0.0,0.0,0.0,10.714285714285714,-10.714285714285714,False
image_10,A2,image_10__A2.jpg,22,22,18,22,False,0.0,0.0,0.0,0.0,18.181818181818183,-18.181818181818183,False
image_10,A3,image_10__A3.jpg,17,18,16,17,False,0.0,0.0,5.88235294117647,5.88235294117647,5.88235294117647,-5.88235294117647,False
image_10,A4,image_10__A4.jpg,20,19,18,19,False,5.263157894736842,5.263157894736842,0.0,0.0,5.263157894736842,-5.263157894736842,False
image_10,A5,image_10__A5.jpg,16,17,16,16,False,0.0,0.0,6.25,6.25,0.0,0.0,False
image_10,A6,image_10__A6.jpg,16,16,15,16,False,0.0,0.0,0.0,0.0,6.25,-6.25,False
image_10,A7,image_10__A7.jpg,9,9,8,9,False,0.0,0.0,0.0,0.0,11.11111111111111,-11.11111111111111,False
image_10,A8,image_10__A8.jpg,12,12,10,12,True,,,,,,,False
image_10,A9,image_10__A9.jpg,13,13,13,13,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,A10,image_10__A10.jpg,10,10,10,10,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,A11,image_10__A11.jpg,14,12,12,12,False,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,False
image_10,A12,image_10__A12.jpg,12,12,11,12,False,0.0,0.0,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_10,B1,image_10__B1.jpg,18,17,15,17,False,5.88235294117647,5.88235294117647,0.0,0.0,11.76470588235294,-11.76470588235294,False
image_10,B2,image_10__B2.jpg,14,14,11,14,False,0.0,0.0,0.0,0.0,21.428571428571427,-21.428571428571427,False
image_10,B3,image_10__B3.jpg,11,12,12,12,False,8.333333333333332,-8.333333333333332,0.0,0.0,0.0,0.0,False
image_10,B4,image_10__B4.jpg,17,15,15,17,False,0.0,0.0,11.76470588235294,-11.76470588235294,11.76470588235294,-11.76470588235294,False
image_10,B5,image_10__B5.jpg,14,14,13,14,False,0.0,0.0,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_10,B6,image_10__B6.jpg,17,17,17,17,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,B7,image_10__B7.jpg,18,18,16,18,False,0.0,0.0,0.0,0.0,11.11111111111111,-11.11111111111111,False
image_10,B8,image_10__B8.jpg,22,22,18,22,False,0.0,0.0,0.0,0.0,18.181818181818183,-18.181818181818183,False
image_10,B9,image_10__B9.jpg,14,14,12,14,False,0.0,0.0,0.0,0.0,14.285714285714285,-14.285714285714285,False
image_10,B10,image_10__B10.jpg,11,11,10,11,False,0.0,0.0,0.0,0.0,9.090909090909092,-9.090909090909092,False
image_10,B11,image_10__B11.jpg,15,15,14,15,False,0.0,0.0,0.0,0.0,6.666666666666667,-6.666666666666667,False
image_10,B12,image_10__B12.jpg,21,21,18,21,False,0.0,0.0,0.0,0.0,14.285714285714285,-14.285714285714285,False
image_10,C1,image_10__C1.jpg,9,9,7,9,False,0.0,0.0,0.0,0.0,22.22222222222222,-22.22222222222222,False
image_10,C2,image_10__C2.jpg,23,22,19,21,False,9.523809523809524,9.523809523809524,4.761904761904762,4.761904761904762,9.523809523809524,-9.523809523809524,False
image_10,C3,image_10__C3.jpg,14,16,13,14,False,0.0,0.0,14.285714285714285,14.285714285714285,7.142857142857142,-7.142857142857142,False
image_10,C4,image_10__C4.jpg,9,9,9,9,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,C5,image_10__C5.jpg,9,12,10,9,False,0.0,0.0,33.33333333333333,33.33333333333333,11.11111111111111,11.11111111111111,False
image_10,C6,image_10__C6.jpg,16,15,16,16,False,0.0,0.0,6.25,-6.25,0.0,0.0,False
image_10,C7,image_10__C7.jpg,18,17,16,18,False,0.0,0.0,5.555555555555555,-5.555555555555555,11.11111111111111,-11.11111111111111,False
image_10,C8,image_10__C8.jpg,9,9,9,9,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,C9,image_10__C9.jpg,3,3,4,3,False,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,False
image_10,C10,image_10__C10.jpg,12,12,12,12,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,C11,image_10__C11.jpg,20,19,17,19,False,5.263157894736842,5.263157894736842,0.0,0.0,10.526315789473683,-10.526315789473683,False
image_10,C12,image_10__C12.jpg,10,10,9,11,False,9.090909090909092,-9.090909090909092,9.090909090909092,-9.090909090909092,18.181818181818183,-18.181818181818183,False
image_10,D1,image_10__D1.jpg,28,29,22,29,False,3.4482758620689653,-3.4482758620689653,0.0,0.0,24.137931034482758,-24.137931034482758,False
image_10,D2,image_10__D2.jpg,18,18,16,18,False,0.0,0.0,0.0,0.0,11.11111111111111,-11.11111111111111,False
image_10,D3,image_10__D3.jpg,15,15,14,15,False,0.0,0.0,0.0,0.0,6.666666666666667,-6.666666666666667,False
image_10,D4,image_10__D4.jpg,14,14,13,11,True,,,,,,,False
image_10,D5,image_10__D5.jpg,11,11,11,11,True,,,,,,,False
image_10,D6,image_10__D6.jpg,20,20,17,20,False,0.0,0.0,0.0,0.0,15.0,-15.0,False
image_10,D7,image_10__D7.jpg,7,7,6,7,False,0.0,0.0,0.0,0.0,14.285714285714285,-14.285714285714285,False
image_10,D8,image_10__D8.jpg,16,16,17,16,False,0.0,0.0,0.0,0.0,6.25,6.25,False
image_10,D9,image_10__D9.jpg,12,12,12,12,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,D10,image_10__D10.jpg,11,11,11,11,True,,,,,,,False
image_10,D11,image_10__D11.jpg,12,13,9,12,False,0.0,0.0,8.333333333333332,8.333333333333332,25.0,-25.0,False
image_10,D12,image_10__D12.jpg,15,15,14,14,False,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,0.0,0.0,False
image_10,E1,image_10__E1.jpg,16,16,15,15,True,,,,,,,False
image_10,E2,image_10__E2.jpg,14,14,13,14,False,0.0,0.0,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_10,E3,image_10__E3.jpg,11,13,11,11,False,0.0,0.0,18.181818181818183,18.181818181818183,0.0,0.0,False
image_10,E4,image_10__E4.jpg,11,11,11,11,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,E5,image_10__E5.jpg,10,10,10,10,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,E6,image_10__E6.jpg,17,18,17,17,False,0.0,0.0,5.88235294117647,5.88235294117647,0.0,0.0,False
image_10,E7,image_10__E7.jpg,6,6,8,6,False,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,False
image_10,E8,image_10__E8.jpg,17,16,13,17,False,0.0,0.0,5.88235294117647,-5.88235294117647,23.52941176470588,-23.52941176470588,False
image_10,E9,image_10__E9.jpg,22,20,17,21,False,4.761904761904762,4.761904761904762,4.761904761904762,-4.761904761904762,19.047619047619047,-19.047619047619047,False
image_10,E10,image_10__E10.jpg,15,15,11,15,False,0.0,0.0,0.0,0.0,26.666666666666668,-26.666666666666668,False
image_10,E11,image_10__E11.jpg,8,10,9,9,False,11.11111111111111,-11.11111111111111,11.11111111111111,11.11111111111111,0.0,0.0,False
image_10,E12,image_10__E12.jpg,20,19,17,17,True,,,,,,,False
image_10,F1,image_10__F1.jpg,13,12,11,13,False,0.0,0.0,7.6923076923076925,-7.6923076923076925,15.384615384615385,-15.384615384615385,False
image_10,F2,image_10__F2.jpg,17,16,13,17,False,0.0,0.0,5.88235294117647,-5.88235294117647,23.52941176470588,-23.52941176470588,False
image_10,F3,image_10__F3.jpg,11,11,10,11,False,0.0,0.0,0.0,0.0,9.090909090909092,-9.090909090909092,False
image_10,F4,image_10__F4.jpg,15,15,14,15,False,0.0,0.0,0.0,0.0,6.666666666666667,-6.666666666666667,False
image_10,F5,image_10__F5.jpg,26,25,21,26,False,0.0,0.0,3.8461538461538463,-3.8461538461538463,19.230769230769234,-19.230769230769234,False
image_10,F6,image_10__F6.jpg,17,16,14,14,True,,,,,,,False
image_10,F7,image_10__F7.jpg,15,15,14,15,False,0.0,0.0,0.0,0.0,6.666666666666667,-6.666666666666667,False
image_10,F8,image_10__F8.jpg,16,16,13,16,False,0.0,0.0,0.0,0.0,18.75,-18.75,False
image_10,F9,image_10__F9.jpg,11,10,9,9,True,,,,,,,False
image_10,F10,image_10__F10.jpg,21,20,19,21,False,0.0,0.0,4.761904761904762,-4.761904761904762,9.523809523809524,-9.523809523809524,False
image_10,F11,image_10__F11.jpg,20,20,17,20,False,0.0,0.0,0.0,0.0,15.0,-15.0,False
image_10,F12,image_10__F12.jpg,15,14,13,14,False,7.142857142857142,7.142857142857142,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_10,G1,image_10__G1.jpg,14,14,13,14,False,0.0,0.0,0.0,0.0,7.142857142857142,-7.142857142857142,False
image_10,G2,image_10__G2.jpg,12,12,11,12,False,0.0,0.0,0.0,0.0,8.333333333333332,-8.333333333333332,False
image_10,G3,image_10__G3.jpg,17,18,14,17,False,0.0,0.0,5.88235294117647,5.88235294117647,17.647058823529413,-17.647058823529413,False
image_10,G4,image_10__G4.jpg,16,16,15,16,False,0.0,0.0,0.0,0.0,6.25,-6.25,False
image_10,G5,image_10__G5.jpg,15,15,15,15,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,G6,image_10__G6.jpg,15,15,13,13,True,,,,,,,False
image_10,G7,image_10__G7.jpg,9,9,9,9,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,G8,image_10__G8.jpg,11,11,10,11,False,0.0,0.0,0.0,0.0,9.090909090909092,-9.090909090909092,False
image_10,G9,image_10__G9.jpg,16,16,15,16,False,0.0,0.0,0.0,0.0,6.25,-6.25,False
image_10,G10,image_10__G10.jpg,22,22,20,22,False,0.0,0.0,0.0,0.0,9.090909090909092,-9.090909090909092,False
image_10,G11,image_10__G11.jpg,27,27,24,27,False,0.0,0.0,0.0,0.0,11.11111111111111,-11.11111111111111,False
image_10,G12,image_10__G12.jpg,16,16,16,16,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,H1,image_10__H1.jpg,13,13,13,13,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,H2,image_10__H2.jpg,22,19,16,21,False,4.761904761904762,4.761904761904762,9.523809523809524,-9.523809523809524,23.809523809523807,-23.809523809523807,False
image_10,H3,image_10__H3.jpg,14,13,12,14,False,0.0,0.0,7.142857142857142,-7.142857142857142,14.285714285714285,-14.285714285714285,False
image_10,H4,image_10__H4.jpg,12,12,10,12,False,0.0,0.0,0.0,0.0,16.666666666666664,-16.666666666666664,False
image_10,H5,image_10__H5.jpg,17,17,15,17,False,0.0,0.0,0.0,0.0,11.76470588235294,-11.76470588235294,False
image_10,H6,image_10__H6.jpg,10,10,10,10,False,0.0,0.0,0.0,0.0,0.0,0.0,False
image_10,H7,image_10__H7.jpg,14,14,12,14,False,0.0,0.0,0.0,0.0,14.285714285714285,-14.285714285714285,False
image_10,H8,image_10__H8.jpg,20,19,16,18,True,,,,,,,False
image_10,H9,image_10__H9.jpg,20,19,14,19,True,,,,,,,False
image_10,H10,image_10__H10.jpg,18,18,16,18,False,0.0,0.0,0.0,0.0,11.11111111111111,-11.11111111111111,False
image_10,H11,image_10__H11.jpg,21,21,19,21,False,0.0,0.0,0.0,0.0,9.523809523809524,-9.523809523809524,False
image_10,H12,image_10__H12.jpg,12,12,11,12,False,0.0,0.0,0.0,0.0,8.333333333333332,-8.333333333333332,False
